,dataset,index,pipe1,pipe2,p,smd,nsub
37,004-2014,37,ACM+TGSP+SVM(MDOP),CSP+LDA,0.013671875,1.0015086842051457,9
38,004-2014,38,MDOP_NonUniform_ACM+MDM(Grid),CSP+LDA,0.203125,0.3265204800634102,9
39,004-2014,39,MDOP_NonUniform_ACM+TGSP+SVM(Grid),CSP+LDA,0.0078125,1.1408880787387028,9
40,004-2014,40,ShallowConvNet,CSP+LDA,0.99609375,-0.9303437210493599,9
41,004-2014,41,TANG+SVM,CSP+LDA,0.431640625,0.05852339547014822,9
42,004-2014,42,ACM+MDM(Grid),Cov+EN,0.08984375,0.5159859315524635,9
43,004-2014,43,ACM+TGSP+SVM(Grid),Cov+EN,0.033203125,0.6651384586897651,9
44,004-2014,44,CSP+LDA,Cov+EN,0.83203125,-0.37903525964482293,9
45,004-2014,45,Cov+EN,Cov+EN,0.001953125,0.0,9
46,004-2014,46,DeepConvNet,Cov+EN,0.99609375,-0.899038599079994,9
47,004-2014,47,EEGNet_8_2,Cov+EN,0.990234375,-0.8585878330014293,9
48,004-2014,48,FgMDM,Cov+EN,0.955078125,-0.6714344721730298,9
49,004-2014,49,MDM,Cov+EN,0.998046875,-1.441350361411959,9
50,004-2014,50,ACM+MDM(MDOP),Cov+EN,0.125,0.4209790437998924,9
51,004-2014,51,ACM+TGSP+SVM(MDOP),Cov+EN,0.015625,0.7931199392071174,9
52,004-2014,52,MDOP_NonUniform_ACM+MDM(Grid),Cov+EN,0.337890625,0.1703071812481073,9
53,004-2014,53,MDOP_NonUniform_ACM+TGSP+SVM(Grid),Cov+EN,0.013671875,0.9225544352257704,9
54,004-2014,54,ShallowConvNet,Cov+EN,0.99609375,-0.8741478439686053,9
55,004-2014,55,TANG+SVM,Cov+EN,0.875,-0.40645296951751014,9
56,004-2014,56,ACM+MDM(Grid),DeepConvNet,0.001953125,1.1216224093492912,9
57,004-2014,57,ACM+TGSP+SVM(Grid),DeepConvNet,0.001953125,1.184424747185436,9
58,004-2014,58,CSP+LDA,DeepConvNet,0.005859375,0.9519810873574405,9
59,004-2014,59,Cov+EN,DeepConvNet,0.005859375,0.899038599079994,9
60,004-2014,60,DeepConvNet,DeepConvNet,0.001953125,0.0,9
61,004-2014,61,EEGNet_8_2,DeepConvNet,0.931640625,-0.5524017383096033,9
62,004-2014,62,FgMDM,DeepConvNet,0.005859375,0.8697529809181727,9
63,004-2014,63,MDM,DeepConvNet,0.03515625,0.6257244160543214,9
64,004-2014,64,ACM+MDM(MDOP),DeepConvNet,0.005859375,0.9644780002175265,9
65,004-2014,65,ACM+TGSP+SVM(MDOP),DeepConvNet,0.001953125,1.125369275059025,9
66,004-2014,66,MDOP_NonUniform_ACM+MDM(Grid),DeepConvNet,0.005859375,0.9424181729309973,9
67,004-2014,67,MDOP_NonUniform_ACM+TGSP+SVM(Grid),DeepConvNet,0.001953125,1.3214731186024464,9
68,004-2014,68,ShallowConvNet,DeepConvNet,0.53125,-0.04883480366891985,9
69,004-2014,69,TANG+SVM,DeepConvNet,0.005859375,0.8445022638284675,9
70,004-2014,70,ACM+MDM(Grid),EEGNet_8_2,0.005859375,0.9928619781792856,9
71,004-2014,71,ACM+TGSP+SVM(Grid),EEGNet_8_2,0.005859375,1.0454802232404758,9
72,004-2014,72,CSP+LDA,EEGNet_8_2,0.009765625,0.8967945564776042,9
73,004-2014,73,Cov+EN,EEGNet_8_2,0.01171875,0.8585878330014293,9
74,004-2014,74,DeepConvNet,EEGNet_8_2,0.0703125,0.5524017383096033,9
75,004-2014,75,EEGNet_8_2,EEGNet_8_2,0.001953125,0.0,9
76,004-2014,76,FgMDM,EEGNet_8_2,0.015625,0.8450013353557759,9
77,004-2014,77,MDM,EEGNet_8_2,0.02734375,0.6804114960346223,9
78,004-2014,78,ACM+MDM(MDOP),EEGNet_8_2,0.005859375,0.906122251434047,9
79,004-2014,79,ACM+TGSP+SVM(MDOP),EEGNet_8_2,0.005859375,1.0479127296355175,9
80,004-2014,80,MDOP_NonUniform_ACM+MDM(Grid),EEGNet_8_2,0.01171875,0.8830726583431466,9
81,004-2014,81,MDOP_NonUniform_ACM+TGSP+SVM(Grid),EEGNet_8_2,0.001953125,1.1709670761689228,9
82,004-2014,82,ShallowConvNet,EEGNet_8_2,0.083984375,0.5262303341251217,9
83,004-2014,83,TANG+SVM,EEGNet_8_2,0.015625,0.8368365624640283,9
84,004-2014,84,ACM+MDM(Grid),FgMDM,0.01953125,0.6918169791189582,9
85,004-2014,85,ACM+TGSP+SVM(Grid),FgMDM,0.01953125,0.8236184656396112,9
86,004-2014,86,CSP+LDA,FgMDM,0.458984375,0.03526564255917684,9
87,004-2014,87,Cov+EN,FgMDM,0.046875,0.6714344721730298,9
88,004-2014,88,DeepConvNet,FgMDM,0.99609375,-0.8697529809181727,9
89,004-2014,89,EEGNet_8_2,FgMDM,0.986328125,-0.8450013353557759,9
90,004-2014,90,FgMDM,FgMDM,0.001953125,0.0,9
91,004-2014,91,MDM,FgMDM,0.998046875,-1.1907947447520086,9
92,004-2014,92,ACM+MDM(MDOP),FgMDM,0.015625,0.7407091866175831,9
93,004-2014,93,ACM+TGSP+SVM(MDOP),FgMDM,0.0078125,1.0329694404929313,9
94,004-2014,94,MDOP_NonUniform_ACM+MDM(Grid),FgMDM,0.17578125,0.35855774487011083,9
95,004-2014,95,MDOP_NonUniform_ACM+TGSP+SVM(Grid),FgMDM,0.009765625,1.1147653507094355,9
96,004-2014,96,ShallowConvNet,FgMDM,0.99609375,-0.850425922819041,9
97,004-2014,97,TANG+SVM,FgMDM,0.35546875,0.1354589145881417,9
98,004-2014,98,ACM+MDM(Grid),MDM,0.005859375,1.0095477425332635,9
99,004-2014,99,ACM+TGSP+SVM(Grid),MDM,0.009765625,1.0740029018229826,9
100,004-2014,100,CSP+LDA,MDM,0.01171875,0.9949069675224125,9
101,004-2014,101,Cov+EN,MDM,0.001953125,1.441350361411959,9
102,004-2014,102,DeepConvNet,MDM,0.966796875,-0.6257244160543214,9
103,004-2014,103,EEGNet_8_2,MDM,0.974609375,-0.6804114960346223,9
104,004-2014,104,FgMDM,MDM,0.001953125,1.1907947447520086,9
105,004-2014,105,MDM,MDM,0.001953125,0.0,9
106,004-2014,106,ACM+MDM(MDOP),MDM,0.001953125,1.3478015384127295,9
107,004-2014,107,ACM+TGSP+SVM(MDOP),MDM,0.00390625,1.2158181567045019,9
108,004-2014,108,MDOP_NonUniform_ACM+MDM(Grid),MDM,0.00390625,0.8979136718045079,9
109,004-2014,109,MDOP_NonUniform_ACM+TGSP+SVM(Grid),MDM,0.005859375,1.318810609531226,9
110,004-2014,110,ShallowConvNet,MDM,0.974609375,-0.614944456377804,9
111,004-2014,111,TANG+SVM,MDM,0.009765625,1.0010241281863492,9
112,004-2014,112,ACM+MDM(Grid),ACM+MDM(MDOP),0.1015625,0.47846682811683733,9
113,004-2014,113,ACM+TGSP+SVM(Grid),ACM+MDM(MDOP),0.060546875,0.5891616393674118,9
114,004-2014,114,CSP+LDA,ACM+MDM(MDOP),0.951171875,-0.6034207825353529,9
115,004-2014,115,Cov+EN,ACM+MDM(MDOP),0.876953125,-0.4209790437998924,9
116,004-2014,116,DeepConvNet,ACM+MDM(MDOP),0.99609375,-0.9644780002175265,9
117,004-2014,117,EEGNet_8_2,ACM+MDM(MDOP),0.99609375,-0.906122251434047,9
118,004-2014,118,FgMDM,ACM+MDM(MDOP),0.986328125,-0.7407091866175831,9
119,004-2014,119,MDM,ACM+MDM(MDOP),0.998046875,-1.3478015384127295,9
120,004-2014,120,ACM+MDM(MDOP),ACM+MDM(MDOP),0.001953125,0.0,9
121,004-2014,121,ACM+TGSP+SVM(MDOP),ACM+MDM(MDOP),0.048828125,0.6063677489553423,9
122,004-2014,122,MDOP_NonUniform_ACM+MDM(Grid),ACM+MDM(MDOP),0.796875,-0.2809814587842122,9
123,004-2014,123,MDOP_NonUniform_ACM+TGSP+SVM(Grid),ACM+MDM(MDOP),0.015625,0.9583124495615928,9
124,004-2014,124,ShallowConvNet,ACM+MDM(MDOP),0.99609375,-0.9673649578153051,9
125,004-2014,125,TANG+SVM,ACM+MDM(MDOP),0.9765625,-0.6209672870046592,9
126,004-2014,126,ACM+MDM(Grid),ACM+TGSP+SVM(MDOP),0.654296875,-0.1375935427693411,9
127,004-2014,127,ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(MDOP),0.46875,0.028708961819103537,9
128,004-2014,128,CSP+LDA,ACM+TGSP+SVM(MDOP),0.98828125,-1.0015086842051457,9
129,004-2014,129,Cov+EN,ACM+TGSP+SVM(MDOP),0.986328125,-0.7931199392071174,9
130,004-2014,130,DeepConvNet,ACM+TGSP+SVM(MDOP),0.998046875,-1.125369275059025,9
131,004-2014,131,EEGNet_8_2,ACM+TGSP+SVM(MDOP),0.99609375,-1.0479127296355175,9
132,004-2014,132,FgMDM,ACM+TGSP+SVM(MDOP),0.994140625,-1.0329694404929313,9
133,004-2014,133,MDM,ACM+TGSP+SVM(MDOP),0.998046875,-1.2158181567045019,9
134,004-2014,134,ACM+MDM(MDOP),ACM+TGSP+SVM(MDOP),0.953125,-0.6063677489553423,9
135,004-2014,135,ACM+TGSP+SVM(MDOP),ACM+TGSP+SVM(MDOP),0.001953125,0.0,9
136,004-2014,136,MDOP_NonUniform_ACM+MDM(Grid),ACM+TGSP+SVM(MDOP),0.927734375,-0.5515400312173447,9
137,004-2014,137,MDOP_NonUniform_ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(MDOP),0.068359375,0.5555039007812801,9
138,004-2014,138,ShallowConvNet,ACM+TGSP+SVM(MDOP),0.998046875,-1.1381284100374764,9
139,004-2014,139,TANG+SVM,ACM+TGSP+SVM(MDOP),0.998046875,-1.1806181216769829,9
140,004-2014,140,ACM+MDM(Grid),MDOP_NonUniform_ACM+MDM(Grid),0.01953125,0.8985051901748734,9
141,004-2014,141,ACM+TGSP+SVM(Grid),MDOP_NonUniform_ACM+MDM(Grid),0.03515625,0.7034294466482548,9
142,004-2014,142,CSP+LDA,MDOP_NonUniform_ACM+MDM(Grid),0.798828125,-0.3265204800634102,9
143,004-2014,143,Cov+EN,MDOP_NonUniform_ACM+MDM(Grid),0.6640625,-0.1703071812481073,9
144,004-2014,144,DeepConvNet,MDOP_NonUniform_ACM+MDM(Grid),0.99609375,-0.9424181729309973,9
145,004-2014,145,EEGNet_8_2,MDOP_NonUniform_ACM+MDM(Grid),0.990234375,-0.8830726583431466,9
146,004-2014,146,FgMDM,MDOP_NonUniform_ACM+MDM(Grid),0.826171875,-0.35855774487011083,9
147,004-2014,147,MDM,MDOP_NonUniform_ACM+MDM(Grid),0.998046875,-0.8979136718045079,9
148,004-2014,148,ACM+MDM(MDOP),MDOP_NonUniform_ACM+MDM(Grid),0.205078125,0.2809814587842122,9
149,004-2014,149,ACM+TGSP+SVM(MDOP),MDOP_NonUniform_ACM+MDM(Grid),0.07421875,0.5515400312173447,9
150,004-2014,150,MDOP_NonUniform_ACM+MDM(Grid),MDOP_NonUniform_ACM+MDM(Grid),0.001953125,0.0,9
151,004-2014,151,MDOP_NonUniform_ACM+TGSP+SVM(Grid),MDOP_NonUniform_ACM+MDM(Grid),0.009765625,1.0621688334607085,9
152,004-2014,152,ShallowConvNet,MDOP_NonUniform_ACM+MDM(Grid),0.998046875,-0.9612681851387811,9
153,004-2014,153,TANG+SVM,MDOP_NonUniform_ACM+MDM(Grid),0.765625,-0.28545021731274145,9
154,004-2014,154,ACM+MDM(Grid),MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.974609375,-0.6963567684294489,9
155,004-2014,155,ACM+TGSP+SVM(Grid),MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.986328125,-0.9545506209560598,9
156,004-2014,156,CSP+LDA,MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.994140625,-1.1408880787387028,9
157,004-2014,157,Cov+EN,MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.98828125,-0.9225544352257704,9
158,004-2014,158,DeepConvNet,MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.998046875,-1.3214731186024464,9
159,004-2014,159,EEGNet_8_2,MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.998046875,-1.1709670761689228,9
160,004-2014,160,FgMDM,MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.9921875,-1.1147653507094355,9
161,004-2014,161,MDM,MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.99609375,-1.318810609531226,9
162,004-2014,162,ACM+MDM(MDOP),MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.986328125,-0.9583124495615928,9
163,004-2014,163,ACM+TGSP+SVM(MDOP),MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.93359375,-0.5555039007812801,9
164,004-2014,164,MDOP_NonUniform_ACM+MDM(Grid),MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.9921875,-1.0621688334607085,9
165,004-2014,165,MDOP_NonUniform_ACM+TGSP+SVM(Grid),MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.001953125,0.0,9
166,004-2014,166,ShallowConvNet,MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.998046875,-1.3685996260281095,9
167,004-2014,167,TANG+SVM,MDOP_NonUniform_ACM+TGSP+SVM(Grid),0.99609375,-1.1341482014193487,9
168,004-2014,168,ACM+MDM(Grid),ShallowConvNet,0.001953125,1.1411524360289047,9
169,004-2014,169,ACM+TGSP+SVM(Grid),ShallowConvNet,0.001953125,1.2033030177489512,9
170,004-2014,170,CSP+LDA,ShallowConvNet,0.005859375,0.9303437210493599,9
171,004-2014,171,Cov+EN,ShallowConvNet,0.005859375,0.8741478439686053,9
172,004-2014,172,DeepConvNet,ShallowConvNet,0.470703125,0.04883480366891985,9
173,004-2014,173,EEGNet_8_2,ShallowConvNet,0.91796875,-0.5262303341251217,9
174,004-2014,174,FgMDM,ShallowConvNet,0.005859375,0.850425922819041,9
175,004-2014,175,MDM,ShallowConvNet,0.02734375,0.614944456377804,9
176,004-2014,176,ACM+MDM(MDOP),ShallowConvNet,0.005859375,0.9673649578153051,9
177,004-2014,177,ACM+TGSP+SVM(MDOP),ShallowConvNet,0.001953125,1.1381284100374764,9
178,004-2014,178,MDOP_NonUniform_ACM+MDM(Grid),ShallowConvNet,0.00390625,0.9612681851387811,9
179,004-2014,179,MDOP_NonUniform_ACM+TGSP+SVM(Grid),ShallowConvNet,0.001953125,1.3685996260281095,9
180,004-2014,180,ShallowConvNet,ShallowConvNet,0.001953125,0.0,9
181,004-2014,181,TANG+SVM,ShallowConvNet,0.005859375,0.8273278848951287,9
182,004-2014,182,ACM+MDM(Grid),TANG+SVM,0.033203125,0.61744956713344,9
183,004-2014,183,ACM+TGSP+SVM(Grid),TANG+SVM,0.017578125,0.8201976776900158,9
184,004-2014,184,CSP+LDA,TANG+SVM,0.5703125,-0.05852339547014822,9
185,004-2014,185,Cov+EN,TANG+SVM,0.126953125,0.40645296951751014,9
186,004-2014,186,DeepConvNet,TANG+SVM,0.99609375,-0.8445022638284675,9
187,004-2014,187,EEGNet_8_2,TANG+SVM,0.986328125,-0.8368365624640283,9
188,004-2014,188,FgMDM,TANG+SVM,0.646484375,-0.1354589145881417,9
189,004-2014,189,MDM,TANG+SVM,0.9921875,-1.0010241281863492,9
190,004-2014,190,ACM+MDM(MDOP),TANG+SVM,0.025390625,0.6209672870046592,9
191,004-2014,191,ACM+TGSP+SVM(MDOP),TANG+SVM,0.00390625,1.1806181216769829,9
192,004-2014,192,MDOP_NonUniform_ACM+MDM(Grid),TANG+SVM,0.236328125,0.28545021731274145,9
193,004-2014,193,MDOP_NonUniform_ACM+TGSP+SVM(Grid),TANG+SVM,0.005859375,1.1341482014193487,9
194,004-2014,194,ShallowConvNet,TANG+SVM,0.99609375,-0.8273278848951287,9
195,004-2014,195,TANG+SVM,TANG+SVM,0.001953125,0.0,9
